,SRC,DEST,FREQ,NormFreq
182,35,66,8,0.0004058329287294949
183,35,79,110,0.005580202770030555
184,35,80,35,0.0017755190631915403
185,35,87,8,0.0004058329287294949
186,35,89,22,0.001116040554006111
187,35,95,44,0.002232081108012222
188,35,102,21,0.0010653114379149242
189,35,105,7,0.00035510381263830805
190,35,113,12,0.0006087493930942424
191,35,116,14,0.0007102076252766161
192,35,118,20,0.0010145823218237373
193,35,119,21,0.0010653114379149242
194,35,120,22,0.001116040554006111
195,35,122,12,0.0006087493930942424
196,35,123,25,0.0012682279022796716
197,35,131,2782,0.14112840096568185
198,35,132,38,0.0019277064114651009
199,35,134,24,0.0012174987861884848
200,35,150,132,0.006696243324036666
201,35,153,26,0.0013189570183708584
202,35,154,47,0.0023842684562857827
203,35,164,24,0.0012174987861884848
204,35,172,11,0.0005580202770030555
205,35,179,16,0.0008116658574589898
206,35,181,25,0.0012682279022796716
207,35,184,19,0.0009638532057325504
208,35,185,24,0.0012174987861884848
209,35,194,15,0.0007609367413678029
210,35,196,17,0.0008623949735501767
211,35,205,13,0.0006594785091854292
212,35,209,7,0.00035510381263830805
213,35,210,20,0.0010145823218237373
214,35,213,1214,0.06158514693470085
215,35,222,65,0.003297392545927146
216,35,223,10,0.0005072911609118687
217,35,240,39,0.001978435527556288
218,35,242,159,0.00806592945849871
219,35,253,51,0.00258718492065053
220,35,255,1784,0.09050074310667737
221,35,265,41,0.0020798937597386615
222,35,267,22,0.001116040554006111
223,35,268,3,0.0001521873482735606
224,35,271,99,0.0050221824930275
225,35,272,23,0.001166769670097298
226,35,273,346,0.017552274167550654
227,35,275,16,0.0008116658574589898
228,35,285,12,0.0006087493930942424
229,35,311,14,0.0007102076252766161
230,35,335,20,0.0010145823218237373
231,35,374,20,0.0010145823218237373
232,35,431,8,0.0004058329287294949
233,35,448,64,0.0032466634298359593
234,35,481,6,0.0003043746965471212
235,35,492,20,0.0010145823218237373
236,35,494,22,0.001116040554006111
237,35,496,14,0.0007102076252766161
238,35,499,16,0.0008116658574589898
239,35,511,14,0.0007102076252766161
240,35,513,17,0.0008623949735501767
241,35,533,27,0.0013696861344620454
242,35,601,146,0.007406450949313282
243,35,603,11,0.0005580202770030555
244,35,743,1144,0.058034108808317775
245,35,751,1880,0.0953707382514313
246,35,762,39,0.001978435527556288
247,35,765,14,0.0007102076252766161
248,35,771,20,0.0010145823218237373
249,35,778,644,0.03266955076272434
250,35,782,24,0.0012174987861884848
251,35,784,55,0.0027901013850152776
252,35,786,22,0.001116040554006111
253,35,791,10,0.0005072911609118687
254,35,804,11,0.0005580202770030555
255,35,819,23,0.001166769670097298
256,35,826,2716,0.13778027930366352
257,35,845,301,0.015269463943447246
258,35,875,28,0.0014204152505532322
259,35,938,25,0.0012682279022796716
260,35,939,18,0.0009131240896413635
261,35,987,10,0.0005072911609118687
262,39,15,24,0.0012174987861884848
263,39,17,21,0.0010653114379149242
264,39,21,48,0.0024349975723769695
265,39,48,28,0.0014204152505532322
266,39,50,28,0.0014204152505532322
267,39,63,29,0.001471144366644419
268,39,66,14,0.0007102076252766161
269,39,80,23,0.001166769670097298
270,39,87,1,5.072911609118686e-05
271,39,95,262,0.013291028415890959
272,39,102,27,0.0013696861344620454
273,39,105,517,0.026226953019143608
274,39,116,22,0.001116040554006111
275,39,118,31,0.0015726025988267928
276,39,119,409,0.020748208481295428
277,39,122,19,0.0009638532057325504
278,39,134,18,0.0009131240896413635
279,39,150,35,0.0017755190631915403
280,39,153,26,0.0013189570183708584
281,39,154,28,0.0014204152505532322
282,39,179,22,0.001116040554006111
283,39,194,125,0.006341139511398358
284,39,209,22,0.001116040554006111
285,39,211,1,5.072911609118686e-05
286,39,213,14,0.0007102076252766161
287,39,240,7,0.00035510381263830805
288,39,271,19,0.0009638532057325504
289,39,275,99,0.0050221824930275
290,39,285,25,0.0012682279022796716
291,39,335,24,0.0012174987861884848
292,39,431,12,0.0006087493930942424
293,39,448,122,0.006188952163124798
294,39,481,19,0.0009638532057325504
295,39,492,30,0.0015218734827356058
296,39,494,65,0.003297392545927146
297,39,499,21,0.0010653114379149242
298,39,511,41,0.0020798937597386615
299,39,533,99,0.0050221824930275
300,39,601,333,0.016892795658365226
301,39,709,3,0.0001521873482735606
302,39,762,35,0.0017755190631915403
303,39,765,331,0.016791337426182853
304,39,771,29,0.001471144366644419
305,39,779,52,0.0026379140367417168
306,39,782,20,0.0010145823218237373
307,39,784,38,0.0019277064114651009
308,39,786,32,0.0016233317149179796
309,39,791,159,0.00806592945849871
310,39,804,117,0.005935306582668863
311,39,875,26,0.0013189570183708584
312,39,938,20,0.0010145823218237373
313,39,939,106,0.005377286305665807
314,39,987,46,0.002333539340194596
315,48,17,76,0.0038554128229302017
316,48,50,693,0.0351552774511925
317,48,63,44,0.002232081108012222
318,48,66,85,0.004311974867750884
319,48,102,809,0.04103985491777017
320,48,105,696,0.03530746479946606
321,48,118,184,0.009334157360778384
322,48,119,109,0.005529473653939368
323,48,122,26,0.0013189570183708584
324,48,134,959,0.0486492223314482
325,48,150,17,0.0008623949735501767
326,48,153,25,0.0012682279022796716
327,48,154,35,0.0017755190631915403
328,48,240,456,0.02313247693758121
329,48,271,26,0.0013189570183708584
330,48,275,1397,0.07086857517938805
331,48,285,1751,0.0888266822756682
332,48,335,45,0.0022828102241034087
333,48,431,2571,0.13042455747044143
334,48,448,28,0.0014204152505532322
335,48,481,28,0.0014204152505532322
336,48,492,29,0.001471144366644419
337,48,499,15,0.0007609367413678029
338,48,511,52,0.0026379140367417168
339,48,601,25,0.0012682279022796716
340,48,762,70,0.0035510381263830805
341,48,771,142,0.007203534484948535
342,48,782,15,0.0007609367413678029
343,48,784,2,0.00010145823218237373
344,48,804,343,0.017400086819277093
345,50,63,37,0.0018769772953739139
346,50,122,17,0.0008623949735501767
347,50,150,45,0.0022828102241034087
348,50,153,29,0.001471144366644419
349,50,154,35,0.0017755190631915403
350,50,271,21,0.0010653114379149242
351,50,275,162,0.008218116806772272
352,50,448,20,0.0010145823218237373
353,50,481,23,0.001166769670097298
354,50,492,25,0.0012682279022796716
355,50,499,13,0.0006594785091854292
356,50,601,20,0.0010145823218237373
357,56,15,39,0.001978435527556288
358,56,17,50,0.002536455804559343
359,56,21,48,0.0024349975723769695
360,56,39,28,0.0014204152505532322
361,56,48,101,0.0051236407252098735
362,56,50,28,0.0014204152505532322
363,56,63,28,0.0014204152505532322
364,56,66,19,0.0009638532057325504
365,56,80,20,0.0010145823218237373
366,56,87,3,0.0001521873482735606
367,56,95,123,0.006239681279215984
368,56,102,28,0.0014204152505532322
369,56,105,41,0.0020798937597386615
370,56,113,281,0.014254881621623508
371,56,116,27,0.0013696861344620454
372,56,118,29,0.001471144366644419
373,56,119,29,0.001471144366644419
374,56,120,100,0.005072911609118686
375,56,122,21,0.0010653114379149242
376,56,123,47,0.0023842684562857827
377,56,132,2945,0.1493972468885453
378,56,134,67,0.0033988507781095197
379,56,150,23,0.001166769670097298
380,56,153,20,0.0010145823218237373
381,56,154,37,0.0018769772953739139
382,56,164,565,0.028661950591520578
383,56,179,59,0.002993017849380025
384,56,194,42,0.0021306228758298483
385,56,205,51,0.00258718492065053
386,56,209,122,0.006188952163124798
387,56,211,27,0.0013696861344620454
388,56,213,3,0.0001521873482735606
389,56,222,197,0.009993635869963812
390,56,223,53,0.0026886431528329036
391,56,240,2834,0.14376631500242357
392,56,242,29,0.001471144366644419
393,56,267,207,0.01050092703087568
394,56,271,21,0.0010653114379149242
395,56,275,46,0.002333539340194596
396,56,285,34,0.0017247899471003534
397,56,311,46,0.002333539340194596
398,56,335,43,0.002181351991921035
399,56,374,14,0.0007102076252766161
400,56,431,156,0.007913742110225152
401,56,448,54,0.002739372268924091
402,56,481,48,0.0024349975723769695
403,56,492,27,0.0013696861344620454
404,56,494,29,0.001471144366644419
405,56,496,26,0.0013189570183708584
406,56,499,26,0.0013189570183708584
407,56,511,32,0.0016233317149179796
408,56,533,15,0.0007609367413678029
409,56,601,19,0.0009638532057325504
410,56,603,609,0.0308940316995328
411,56,662,3,0.0001521873482735606
412,56,709,3,0.0001521873482735606
413,56,762,38,0.0019277064114651009
414,56,765,37,0.0018769772953739139
415,56,771,19,0.0009638532057325504
416,56,779,128,0.0064933268596719185
417,56,782,22,0.001116040554006111
418,56,784,2,0.00010145823218237373
419,56,786,39,0.001978435527556288
420,56,791,259,0.013138841067617398
421,56,804,85,0.004311974867750884
422,56,819,45,0.0022828102241034087
423,56,875,342,0.017349357703185908
424,56,938,1465,0.07431815507358876
425,56,939,233,0.011819884049246538
426,56,987,97,0.0049207242608451255
427,63,150,361,0.018313210908918458
428,63,499,341,0.01729862858709472
429,66,17,51,0.00258718492065053
430,66,50,58,0.002942288733288838
431,66,63,23,0.001166769670097298
432,66,105,42,0.0021306228758298483
433,66,118,10,0.0005072911609118687
434,66,119,73,0.003703225474656641
435,66,122,16,0.0008116658574589898
436,66,134,46,0.002333539340194596
437,66,150,27,0.0013696861344620454
438,66,153,8,0.0004058329287294949
439,66,154,17,0.0008623949735501767
440,66,240,10,0.0005072911609118687
441,66,271,14,0.0007102076252766161
442,66,275,17,0.0008623949735501767
443,66,285,29,0.001471144366644419
444,66,335,415,0.02105258317784255
445,66,431,19,0.0009638532057325504
446,66,448,13,0.0006594785091854292
447,66,481,21,0.0010653114379149242
448,66,492,7,0.00035510381263830805
449,66,499,40,0.0020291646436474747
450,66,601,11,0.0005580202770030555
451,66,771,7,0.00035510381263830805
452,66,782,5,0.00025364558045593434
453,66,804,90,0.004565620448206817
454,79,15,72,0.003652496358565454
455,79,17,26,0.0013189570183708584
456,79,21,43,0.002181351991921035
457,79,39,873,0.044286518347606135
458,79,48,40,0.0020291646436474747
459,79,50,26,0.0013189570183708584
460,79,56,387,0.019632167927289317
461,79,63,80,0.004058329287294949
462,79,66,18,0.0009131240896413635
463,79,80,43,0.002181351991921035
464,79,87,1,5.072911609118686e-05
465,79,95,379,0.019226334998559823
466,79,102,39,0.001978435527556288
467,79,105,264,0.013392486648073331
468,79,113,568,0.02881413793979414
469,79,116,40,0.0020291646436474747
470,79,118,25,0.0012682279022796716
471,79,119,29,0.001471144366644419
472,79,120,113,0.005732390118304115
473,79,122,62,0.0031452051976535856
474,79,123,777,0.039416523202852195
475,79,132,50,0.002536455804559343
476,79,134,31,0.0015726025988267928
477,79,150,26,0.0013189570183708584
478,79,153,48,0.0024349975723769695
479,79,154,106,0.005377286305665807
480,79,164,422,0.021407686990480856
481,79,179,45,0.0022828102241034087
482,79,181,34,0.0017247899471003534
483,79,194,30,0.0015218734827356058
484,79,196,57,0.002891559617197651
485,79,205,49,0.0024857266884681564
486,79,209,34,0.0017247899471003534
487,79,211,13,0.0006594785091854292
488,79,213,36,0.001826248179282727
489,79,222,446,0.022625185776669342
490,79,223,64,0.0032466634298359593
491,79,240,10,0.0005072911609118687
492,79,242,38,0.0019277064114651009
493,79,267,230,0.01166769670097298
494,79,271,28,0.0014204152505532322
495,79,275,207,0.01050092703087568
496,79,285,83,0.004210516635568509
497,79,311,957,0.04854776409926583
498,79,335,31,0.0015726025988267928
499,79,374,25,0.0012682279022796716
500,79,431,49,0.0024857266884681564
501,79,448,92,0.004667078680389192
502,79,481,149,0.007558638297586843
503,79,492,122,0.006188952163124798
504,79,494,67,0.0033988507781095197
505,79,496,251,0.012733008138887903
506,79,499,18,0.0009131240896413635
507,79,511,70,0.0035510381263830805
508,79,533,108,0.005478744537848182
509,79,601,130,0.006594785091854292
510,79,603,462,0.02343685163412833
511,79,662,227,0.011515509352699418
512,79,709,7,0.00035510381263830805
513,79,762,80,0.004058329287294949
514,79,765,36,0.001826248179282727
515,79,771,18,0.0009131240896413635
516,79,779,1,5.072911609118686e-05
517,79,782,18,0.0009131240896413635
518,79,784,111,0.0056309318861217416
519,79,786,34,0.0017247899471003534
520,79,791,29,0.001471144366644419
521,79,804,213,0.010805301727422802
522,79,819,37,0.0018769772953739139
523,79,875,91,0.004616349564298005
524,79,938,31,0.0015726025988267928
525,79,939,56,0.0028408305011064644
526,79,987,23,0.001166769670097298
527,80,17,25,0.0012682279022796716
528,80,21,26,0.0013189570183708584
529,80,48,45,0.0022828102241034087
530,80,50,1102,0.05590348593248792
531,80,63,23,0.001166769670097298
532,80,66,9,0.00045656204482068176
533,80,101,7,0.00035510381263830805
534,80,102,63,0.0031959343137447725
535,80,105,12,0.0006087493930942424
536,80,118,30,0.0015218734827356058
537,80,119,32,0.0016233317149179796
538,80,122,18,0.0009131240896413635
539,80,134,29,0.001471144366644419
540,80,150,20,0.0010145823218237373
541,80,153,24,0.0012174987861884848
542,80,154,20,0.0010145823218237373
543,80,240,17,0.0008623949735501767
544,80,271,21,0.0010653114379149242
545,80,275,54,0.002739372268924091
546,80,285,22,0.001116040554006111
547,80,335,23,0.001166769670097298
548,80,431,37,0.0018769772953739139
549,80,448,28,0.0014204152505532322
550,80,481,61,0.003094476081562399
551,80,492,13,0.0006594785091854292
552,80,499,16,0.0008116658574589898
553,80,511,279,0.014153423389441136
554,80,533,1,5.072911609118686e-05
555,80,601,17,0.0008623949735501767
556,80,762,334,0.016943524774456414
557,80,771,24,0.0012174987861884848
558,80,782,22,0.001116040554006111
559,80,784,11,0.0005580202770030555
560,80,804,11,0.0005580202770030555
561,87,48,1,5.072911609118686e-05
562,87,63,12,0.0006087493930942424
563,87,134,2,0.00010145823218237373
564,87,154,1,5.072911609118686e-05
565,87,209,2,0.00010145823218237373
566,87,213,6,0.0003043746965471212
567,87,240,13,0.0006594785091854292
568,87,285,2,0.00010145823218237373
569,87,431,4,0.00020291646436474745
570,87,481,11,0.0005580202770030555
571,87,511,14,0.0007102076252766161
572,87,709,20,0.0010145823218237373
573,87,804,14,0.0007102076252766161
574,89,15,23,0.001166769670097298
575,89,17,20,0.0010145823218237373
576,89,21,65,0.003297392545927146
577,89,29,25,0.0012682279022796716
578,89,39,26,0.0013189570183708584
579,89,48,25,0.0012682279022796716
580,89,50,55,0.0027901013850152776
581,89,56,22,0.001116040554006111
582,89,63,32,0.0016233317149179796
583,89,66,10,0.0005072911609118687
584,89,79,21,0.0010653114379149242
585,89,80,24,0.0012174987861884848
586,89,95,32,0.0016233317149179796
587,89,102,13,0.0006594785091854292
588,89,105,19,0.0009638532057325504
589,89,113,62,0.0031452051976535856
590,89,116,53,0.0026886431528329036
591,89,118,25,0.0012682279022796716
592,89,119,46,0.002333539340194596
593,89,120,26,0.0013189570183708584
594,89,122,19,0.0009638532057325504
595,89,123,24,0.0012174987861884848
596,89,132,20,0.0010145823218237373
597,89,134,24,0.0012174987861884848
598,89,150,74,0.0037539545907478277
599,89,153,33,0.0016740608310091664
600,89,154,21,0.0010653114379149242
601,89,164,23,0.001166769670097298
602,89,172,20,0.0010145823218237373
603,89,179,74,0.0037539545907478277
604,89,181,36,0.001826248179282727
605,89,185,45,0.0022828102241034087
606,89,194,11,0.0005580202770030555
607,89,196,16,0.0008116658574589898
608,89,205,33,0.0016740608310091664
609,89,209,13,0.0006594785091854292
610,89,222,37,0.0018769772953739139
611,89,223,20,0.0010145823218237373
612,89,240,11,0.0005580202770030555
613,89,242,16,0.0008116658574589898
614,89,253,23,0.001166769670097298
615,89,267,69,0.0035003090102918937
616,89,271,28,0.0014204152505532322
617,89,272,31,0.0015726025988267928
618,89,273,4,0.00020291646436474745
619,89,275,21,0.0010653114379149242
620,89,285,29,0.001471144366644419
621,89,311,22,0.001116040554006111
622,89,335,40,0.0020291646436474747
623,89,374,30,0.0015218734827356058
624,89,431,71,0.0036017672424742673
625,89,448,24,0.0012174987861884848
626,89,481,19,0.0009638532057325504
627,89,492,31,0.0015726025988267928
628,89,494,21,0.0010653114379149242
629,89,496,50,0.002536455804559343
630,89,499,12,0.0006087493930942424
631,89,511,71,0.0036017672424742673
632,89,513,67,0.0033988507781095197
633,89,601,21,0.0010653114379149242
634,89,603,73,0.003703225474656641
635,89,762,71,0.0036017672424742673
636,89,765,25,0.0012682279022796716
637,89,771,21,0.0010653114379149242
638,89,778,33,0.0016740608310091664
639,89,782,21,0.0010653114379149242
640,89,786,50,0.002536455804559343
641,89,791,59,0.002993017849380025
642,89,819,40,0.0020291646436474747
643,89,826,24,0.0012174987861884848
644,89,845,23,0.001166769670097298
645,89,875,22,0.001116040554006111
646,89,938,70,0.0035510381263830805
647,89,939,44,0.002232081108012222
648,89,987,26,0.0013189570183708584
649,95,15,150,0.00760936741367803
650,95,17,53,0.0026886431528329036
651,95,21,28,0.0014204152505532322
652,95,48,33,0.0016740608310091664
653,95,50,40,0.0020291646436474747
654,95,63,39,0.001978435527556288
655,95,66,28,0.0014204152505532322
656,95,80,25,0.0012682279022796716
657,95,102,31,0.0015726025988267928
658,95,105,52,0.0026379140367417168
659,95,116,19,0.0009638532057325504
660,95,118,33,0.0016740608310091664
661,95,119,32,0.0016233317149179796
662,95,122,21,0.0010653114379149242
663,95,134,45,0.0022828102241034087
664,95,150,55,0.0027901013850152776
665,95,153,28,0.0014204152505532322
666,95,154,34,0.0017247899471003534
667,95,179,39,0.001978435527556288
668,95,194,305,0.015472380407811993
669,95,209,12,0.0006087493930942424
670,95,211,1,5.072911609118686e-05
671,95,213,84,0.004261245751659697
672,95,240,10,0.0005072911609118687
673,95,271,21,0.0010653114379149242
674,95,275,15,0.0007609367413678029
675,95,285,27,0.0013696861344620454
676,95,335,50,0.002536455804559343
677,95,431,22,0.001116040554006111
678,95,448,44,0.002232081108012222
679,95,481,60,0.0030437469654712116
680,95,492,26,0.0013189570183708584
681,95,494,26,0.0013189570183708584
682,95,499,32,0.0016233317149179796
683,95,511,30,0.0015218734827356058
684,95,533,5,0.00025364558045593434
685,95,601,27,0.0013696861344620454
686,95,709,7,0.00035510381263830805
687,95,762,52,0.0026379140367417168
688,95,765,40,0.0020291646436474747
689,95,771,28,0.0014204152505532322
690,95,782,28,0.0014204152505532322
691,95,784,5,0.00025364558045593434
692,95,786,39,0.001978435527556288
693,95,791,26,0.0013189570183708584
694,95,804,5,0.00025364558045593434
695,95,875,65,0.003297392545927146
696,95,938,21,0.0010653114379149242
697,95,939,79,0.004007600171203762
698,95,987,54,0.002739372268924091
699,101,17,22,0.001116040554006111
700,101,48,3,0.0001521873482735606
701,101,50,18,0.0009131240896413635
702,101,102,8,0.0004058329287294949
703,101,118,2,0.00010145823218237373
704,101,119,1,5.072911609118686e-05
705,101,134,3,0.0001521873482735606
706,101,275,7,0.00035510381263830805
707,101,335,35,0.0017755190631915403
708,101,431,3,0.0001521873482735606
709,101,481,1,5.072911609118686e-05
710,101,499,1,5.072911609118686e-05
711,101,511,109,0.005529473653939368
712,101,709,1,5.072911609118686e-05
713,101,762,16,0.0008116658574589898
714,101,784,2,0.00010145823218237373
715,101,804,1,5.072911609118686e-05
716,102,17,238,0.012073529629702474
717,102,50,1046,0.05306265543138146
718,102,63,25,0.0012682279022796716
719,102,66,17,0.0008623949735501767
720,102,105,708,0.0359162141925603
721,102,118,62,0.0031452051976535856
722,102,119,43,0.002181351991921035
723,102,122,23,0.001166769670097298
724,102,134,101,0.0051236407252098735
725,102,150,55,0.0027901013850152776
726,102,153,23,0.001166769670097298
727,102,154,29,0.001471144366644419
728,102,240,411,0.0208496667134778
729,102,271,25,0.0012682279022796716
730,102,275,126,0.006391868627489545
731,102,285,676,0.03429288247764232
732,102,335,407,0.020646750249113055
733,102,431,125,0.006341139511398358
734,102,448,28,0.0014204152505532322
735,102,481,25,0.0012682279022796716
736,102,492,25,0.0012682279022796716
737,102,499,144,0.007304992717130908
738,102,601,28,0.0014204152505532322
739,102,709,3,0.0001521873482735606
740,102,762,61,0.003094476081562399
741,102,771,20,0.0010145823218237373
742,102,782,17,0.0008623949735501767
743,102,784,21,0.0010653114379149242
744,102,804,461,0.023386122518037143
745,105,50,757,0.038401940881028454
746,105,63,33,0.0016740608310091664
747,105,118,19,0.0009638532057325504
748,105,122,23,0.001166769670097298
749,105,150,106,0.005377286305665807
750,105,153,48,0.0024349975723769695
751,105,154,56,0.0028408305011064644
752,105,240,464,0.023538309866310704
753,105,271,24,0.0012174987861884848
754,105,275,97,0.0049207242608451255
755,105,285,674,0.03419142424545995
756,105,335,28,0.0014204152505532322
757,105,431,138,0.007000618020583787
758,105,448,101,0.0051236407252098735
759,105,481,37,0.0018769772953739139
760,105,492,29,0.001471144366644419
761,105,499,32,0.0016233317149179796
762,105,533,7,0.00035510381263830805
763,105,601,35,0.0017755190631915403
764,105,709,2,0.00010145823218237373
765,105,804,566,0.028712679707611766
766,113,15,20,0.0010145823218237373
767,113,17,24,0.0012174987861884848
768,113,21,326,0.01653769184572692
769,113,39,347,0.01760300328364184
770,113,48,42,0.0021306228758298483
771,113,50,88,0.004464162216024444
772,113,63,32,0.0016233317149179796
773,113,66,38,0.0019277064114651009
774,113,80,17,0.0008623949735501767
775,113,87,1,5.072911609118686e-05
776,113,95,95,0.004819266028662752
777,113,102,26,0.0013189570183708584
778,113,105,406,0.020596021133021867
779,113,116,97,0.0049207242608451255
780,113,118,25,0.0012682279022796716
781,113,119,69,0.0035003090102918937
782,113,122,19,0.0009638532057325504
783,113,123,270,0.013696861344620453
784,113,134,27,0.0013696861344620454
785,113,150,75,0.003804683706839015
786,113,153,34,0.0017247899471003534
787,113,154,45,0.0022828102241034087
